0,1,2,3,4,5,6,7,8
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Stojakovic,2%,17.6,2.9,+14.8,+6.0,+0.8,+5.2,+11.6
Paul,73%,25.5,15.9,+9.6,+4.2,-8.0,+12.2,+10.5
West,62%,21.8,16.0,+5.9,+2.8,-2.3,+5.1,+5.6
Okafor,58%,17.4,14.3,+3.1,+3.0,-2.1,+5.1,+3.8
Thornton,19%,14.6,12.1,+2.5,+1.7,+0.7,+1.1,+2.0
Belinelli,49%,12.6,14.7,-2.1,+2.1,-0.3,+2.4,-0.6
Ariza,66%,12.1,14.8,-2.7,+0.1,+2.3,-2.2,-2.6
Landry,15%,16.2,20.2,-3.9,+0.2,+1.0,-0.8,-2.9
Jack,35%,15.3,17.0,-1.8,-4.2,+3.6,-7.8,-3.8
Smith,28%,11.5,16.2,-4.8,-0.4,+1.4,-1.8,-3.8
Green,42%,11.2,15.5,-4.3,-1.9,+2.9,-4.8,-4.4
Gray,13%,12.2,21.4,-9.2,+2.9,+0.6,+2.3,-5.4
Pondexter,19%,8.9,14.4,-5.5,-4.4,+2.1,-6.5,-5.9
Bayless,4%,7.2,16.3,-9.1,+0.3,+0.9,-0.6,-6.3
Andersen,6%,9.4,17.1,-7.8,-2.8,+1.1,-3.9,-6.5
Mbenga,8%,10.7,17.0,-6.3,-5.4,+1.5,-6.9,-6.5
Pavlovic,1%,2.7,16.4,-13.7,-11.5,+1.0,-12.6,-13.3
Ewing,0%,-0.3,23.4,-23.7,-10.0,+0.9,-11.0,-19.5
Mensah-Bonsu,1%,0.2,27.1,-26.9,-21.7,+1.1,-22.8,-25.5
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Anthony,25%,24.1,16.9,+7.1,+1.5,+0.5,+0.9,+5.1
Stoudemire,73%,24.1,18.7,+5.4,+1.1,+0.0,+1.0,+4.0
Chandler,44%,16.6,13.7,+2.9,+2.2,-0.3,+2.5,+2.8
Douglas,50%,16.0,16.0,+0.0,+2.7,-1.1,+3.8,+1.3
Fields,64%,14.6,13.5,+1.1,+1.3,-0.2,+1.5,+1.2
Billups,17%,20.2,17.3,+2.8,-1.1,+1.2,-2.2,+1.1
Felton,52%,18.2,16.7,+1.5,-0.7,+2.4,-3.1,-0.0
Walker,20%,12.0,15.2,-3.1,+5.5,-0.4,+5.9,-0.1
Carter,8%,12.0,14.5,-2.4,+4.0,+0.5,+3.5,-0.5
Gallinari,42%,16.6,17.9,-1.2,+0.5,+1.0,-0.5,-1.0
Jeffries,12%,8.2,15.7,-7.5,+9.2,-0.3,+9.6,-1.8
Turiaf,29%,14.9,18.6,-3.7,-0.6,+1.3,-1.9,-3.1
Williams,34%,12.9,21.3,-8.4,+0.2,+1.1,-0.9,-5.9
D.Brown,2%,17.4,18.9,-1.5,-14.3,+1.1,-15.4,-6.1
Mason,8%,7.6,15.0,-7.4,-8.4,+1.6,-10.0,-8.3
Mozgov,12%,11.0,20.8,-9.8,-6.0,+1.7,-7.6,-9.1
Shel.Williams,5%,18.2,27.6,-9.4,-7.6,+1.2,-8.8,-9.2
Randolph,3%,7.8,17.3,-9.5,-10.2,+1.1,-11.3,-10.1
Rautins,1%,-2.1,7.0,-9.1,-21.9,+0.9,-22.8,-13.7
Balkman,0%,0.4,33.7,-33.2,+15.6,+0.7,+14.9,-17.2
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Durant,76%,24.9,11.7,+13.2,+4.3,+2.1,+2.2,+9.5
Westbrook,71%,24.7,16.4,+8.3,+1.9,+8.3,-6.4,+3.4
Harden,55%,17.4,13.8,+3.5,+4.5,+2.8,+1.7,+2.9
White,5%,10.8,13.8,-3.1,+12.9,+3.2,+9.7,+1.2
Ibaka,55%,19.0,17.3,+1.8,+3.0,+4.7,-1.7,+0.6
Cook,15%,13.5,14.2,-0.7,+6.2,+3.3,+2.9,+0.5
Collison,38%,11.7,16.8,-5.1,+9.6,+0.1,+9.5,-0.2
Maynor,30%,12.2,15.8,-3.6,+7.9,+2.0,+5.9,-0.4
Sefolosha,51%,11.3,13.3,-2.0,+2.4,+5.1,-2.7,-2.2
Krstic,25%,13.3,15.8,-2.5,-0.8,+5.3,-6.1,-3.7
Mohammed,11%,17.1,24.7,-7.6,+7.3,+3.3,+4.0,-3.7
Perkins,11%,10.0,17.8,-7.8,+6.2,+3.4,+2.7,-4.3
Green,45%,13.5,20.8,-7.3,+1.0,+6.0,-4.9,-6.5
Ivey,4%,8.9,15.0,-6.1,-9.0,+4.2,-13.3,-8.5
Peterson,1%,1.7,21.1,-19.4,+16.7,+3.7,+13.1,-8.6
Aldrich,4%,7.8,22.5,-14.8,+2.4,+3.8,-1.4,-10.3
Mullens,2%,3.3,20.7,-17.4,-10.2,+4.0,-14.2,-16.4
Robinson,1%,2.3,33.6,-31.4,-28.4,+4.0,-32.3,-31.7
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Howard,74%,28.5,9.9,+18.6,+8.1,-2.3,+10.4,+15.8
Carter,17%,17.2,12.4,+4.7,+11.1,+4.3,+6.8,+5.4
Anderson,36%,20.4,15.4,+5.0,+9.3,+3.2,+6.1,+5.4
Williams,4%,9.0,3.7,+5.3,+9.8,+5.2,+4.6,+5.1
J.Richardson,48%,13.9,13.5,+0.4,+6.8,+4.1,+2.6,+1.1
Turkoglu,48%,14.5,16.2,-1.7,+8.3,+2.8,+5.5,+0.7
Bass,50%,17.1,14.6,+2.5,+3.8,+7.0,-3.2,+0.6
Nelson,58%,16.3,17.2,-0.9,+6.5,+3.9,+2.6,+0.2
Redick,38%,13.6,11.7,+1.9,+3.2,+6.8,-3.6,+0.0
Gortat,10%,15.0,15.5,-0.5,+1.6,+5.8,-4.3,-1.8
Lewis,20%,11.5,14.6,-3.1,+1.9,+6.3,-4.4,-3.5
Arenas,27%,8.6,15.1,-6.4,+4.3,+5.8,-1.5,-4.8
Pietrus,11%,8.7,13.9,-5.2,+1.4,+5.9,-4.5,-5.0
Q.Richardson,24%,8.5,14.9,-6.5,+3.4,+6.1,-2.7,-5.2
Clark,10%,10.4,13.1,-2.6,-7.0,+6.8,-13.8,-6.3
Duhon,20%,5.8,13.5,-7.6,+0.1,+6.7,-6.7,-7.3
Allen,5%,3.4,27.6,-24.2,-15.1,+6.4,-21.4,-23.3
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Iguodala,62%,18.3,9.8,+8.5,+3.2,-1.3,+4.5,+7.2
Williams,44%,19.6,12.9,+6.7,+2.3,+0.8,+1.5,+5.0
Young,54%,19.6,16.9,+2.6,+3.7,-1.1,+4.7,+3.3
Daniels,1%,7.1,9.7,-2.6,+16.4,+1.3,+15.0,+3.3
Brand,70%,19.8,16.4,+3.4,+2.3,-0.5,+2.8,+3.2
Meeks,52%,13.2,12.5,+0.7,+2.3,+0.6,+1.7,+1.0
Holiday,73%,16.2,19.0,-2.8,+2.9,-2.3,+5.3,-0.1
Speights,18%,16.4,20.7,-4.3,+3.7,+1.0,+2.7,-2.0
Turner,45%,11.4,13.3,-1.8,-1.4,+3.8,-5.2,-3.0
Kapono,3%,1.2,15.2,-14.0,+15.1,+1.1,+14.0,-4.7
Hawes,43%,13.6,19.3,-5.7,-1.5,+3.7,-5.3,-5.6
Battie,9%,10.2,16.2,-5.9,-4.4,+2.1,-6.6,-6.1
Nocioni,23%,10.7,20.8,-10.1,-7.2,+4.1,-11.3,-10.5
Brackins,1%,-1.0,13.0,-14.0,-16.1,+1.6,-17.7,-15.2
Songaila,2%,1.1,17.0,-16.0,-13.6,+1.8,-15.4,-15.8
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Nash,62%,22.0,14.3,+7.7,+5.5,-11.5,+17.0,+10.8
Gortat,41%,20.2,15.3,+4.9,+0.3,-1.7,+2.0,+3.9
Hill,60%,15.5,14.7,+0.8,+1.0,-3.7,+4.7,+2.1
Richardson,20%,20.0,19.2,+0.8,-0.5,-1.0,+0.4,+0.7
Dudley,53%,16.6,16.1,+0.4,-0.7,-1.1,+0.4,+0.4
Carter,35%,14.6,15.5,-0.9,-0.9,-0.9,-0.0,-0.6
Frye,64%,13.6,20.1,-6.6,+1.9,-5.8,+7.7,-1.8
Pietrus,17%,11.1,13.4,-2.3,-2.5,-0.5,-2.0,-2.2
Warrick,35%,17.5,16.8,+0.7,-6.2,+2.1,-8.3,-2.3
Childress,22%,13.9,14.8,-1.0,-7.0,+0.9,-7.9,-3.3
Clark,2%,11.6,19.0,-7.4,+3.3,-1.0,+4.3,-3.5
Brooks,12%,16.1,18.8,-2.6,-5.9,-0.2,-5.7,-3.7
Lopez,25%,14.5,21.0,-6.5,-2.2,-0.4,-1.8,-4.9
Turkoglu,16%,13.8,20.6,-6.8,-2.1,-0.6,-1.5,-5.0
Dowdell,7%,11.9,16.0,-4.2,-7.2,-0.4,-6.9,-5.1
Dragic,21%,11.4,14.1,-2.7,-11.8,+2.1,-13.9,-6.5
Barron,5%,1.2,15.1,-14.0,+1.0,-1.0,+2.0,-8.6
Siler,3%,14.2,24.7,-10.6,-7.6,-0.7,-6.9,-9.4
Lawal,0%,-33.7,53.2,-86.9,-49.7,-0.9,-48.8,-74.2
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Aldridge,81%,22.8,15.6,+7.2,+4.2,-10.2,+14.4,+9.6
Miller,67%,18.9,14.8,+4.1,+4.7,-4.8,+9.5,+5.9
Wallace,21%,20.4,15.6,+4.8,+7.5,-0.0,+7.5,+5.7
Roy,33%,14.4,12.0,+2.4,+3.0,+0.8,+2.2,+2.3
Matthews,70%,16.4,16.8,-0.5,+2.7,-1.2,+3.9,+1.0
Camby,39%,16.2,14.6,+1.7,+0.9,+1.9,-1.0,+0.8
Fernandez,46%,14.1,15.4,-1.4,+2.3,+0.9,+1.4,-0.4
Batum,64%,15.7,16.8,-1.1,+1.0,+2.5,-1.5,-1.2
Mills,20%,13.3,12.9,+0.3,-6.1,+3.4,-9.5,-2.9
Johnson,7%,9.2,10.9,-1.7,-5.7,+2.1,-7.8,-3.7
Cunningham,28%,10.0,18.4,-8.4,-3.1,+3.3,-6.4,-7.7
Przybilla,11%,8.1,20.9,-12.8,-4.5,+2.3,-6.8,-10.8
Babbitt,3%,0.3,10.3,-10.0,-11.2,+2.0,-13.2,-11.1
C.Johnson,2%,11.7,26.8,-15.1,-19.2,+2.0,-21.2,-17.1
Barron,1%,3.7,10.8,-7.1,-42.6,+1.9,-44.6,-19.6
Oberto,1%,0.8,20.1,-19.3,-21.5,+1.8,-23.3,-20.6
Marks,5%,5.1,26.9,-21.8,-16.3,+2.5,-18.8,-20.8
Collins,1%,-1.0,44.7,-45.7,-7.7,+1.6,-9.3,-33.6
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Evans,53%,14.9,12.9,+2.0,-4.5,-6.2,+1.7,+1.9
Thornton,26%,19.0,17.2,+1.8,-6.9,-4.7,-2.2,+0.5
Garcia,35%,14.2,14.7,-0.6,-4.1,-5.9,+1.9,+0.2
Thompson,44%,14.4,15.6,-1.2,-4.0,-6.3,+2.3,-0.0
Landry,35%,15.5,15.6,-0.2,-5.6,-5.1,-0.5,-0.3
Udrih,69%,16.6,18.5,-1.8,-4.8,-6.4,+1.7,-0.7
Dalembert,49%,15.1,15.5,-0.4,-6.3,-4.4,-1.9,-0.9
Casspi,43%,12.3,15.8,-3.5,-3.8,-6.5,+2.7,-1.4
Cousins,58%,15.3,19.2,-3.9,-5.6,-4.9,-0.8,-2.9
Greene,28%,9.9,15.1,-5.2,-4.6,-5.6,+0.9,-3.1
Jeter,22%,11.6,18.5,-6.9,-4.9,-5.4,+0.5,-4.5
Head,15%,12.3,18.3,-6.1,-8.5,-4.7,-3.8,-5.3
Jackson,12%,12.8,20.0,-7.2,-7.1,-5.0,-2.1,-5.5
Taylor,10%,12.3,21.7,-9.4,-10.2,-4.7,-5.4,-8.1
Wright,1%,-5.8,15.4,-21.2,-36.5,-5.0,-31.4,-24.6
Whiteside,0%,-48.3,97.9,-146.1,-110.8,-5.2,-105.5,-132.6
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Ginobili,61%,23.2,12.7,+10.5,+10.7,-2.2,+12.9,+11.3
Duncan,55%,23.6,13.9,+9.7,+10.2,+0.3,+9.9,+9.8
Green,2%,14.0,8.8,+5.2,+9.4,+5.6,+3.8,+4.7
Parker,64%,21.7,15.6,+6.1,+5.8,+5.4,+0.4,+4.2
Owens,1%,13.1,11.2,+1.9,+6.2,+5.7,+0.5,+1.4
Hill,54%,15.6,14.4,+1.2,+6.3,+4.9,+1.4,+1.3
Jefferson,62%,13.3,12.3,+0.9,+5.7,+5.6,+0.1,+0.6
Bonner,36%,14.6,17.2,-2.7,+8.5,+4.1,+4.5,-0.3
Jeffers,0%,-1.0,2.0,-3.0,+5.9,+5.7,+0.2,-2.0
Novak,5%,19.0,16.2,+2.8,-5.4,+6.3,-11.6,-2.0
Neal,43%,13.9,15.4,-1.5,+2.5,+8.1,-5.6,-2.9
Blair,44%,18.6,22.2,-3.7,+3.7,+7.2,-3.4,-3.6
McDyess,35%,13.9,18.4,-4.5,+4.6,+6.3,-1.7,-3.6
Splitter,19%,17.4,19.0,-1.6,-1.6,+7.4,-9.0,-4.0
Simmons,0%,-6.9,10.3,-17.3,+18.8,+5.6,+13.1,-7.1
Udoka,3%,5.6,12.3,-6.6,-5.5,+6.1,-11.6,-8.3
Anderson,7%,8.9,19.8,-10.9,-8.2,+6.8,-15.0,-12.3
Quinn,7%,7.7,22.1,-14.4,-5.9,+6.6,-12.5,-13.7
Gee,0%,-3.0,7.7,-10.7,-30.1,+5.8,-36.0,-19.1
Temple,1%,-0.0,34.2,-34.2,-39.9,+5.9,-45.8,-38.1
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Stojakovic,1%,36.2,23.9,+12.4,+10.7,-6.3,+17.1,+13.9
Andersen,4%,14.8,10.7,+4.2,+11.2,-6.9,+18.2,+8.8
Banks,1%,7.3,11.2,-3.9,+19.9,-6.4,+26.3,+6.1
Johnson,47%,19.1,18.7,+0.4,-3.3,-8.9,+5.6,+2.2
Calderon,53%,17.4,18.0,-0.5,-3.9,-9.0,+5.1,+1.4
J.Johnson,18%,14.1,13.2,+0.9,-5.9,-6.3,+0.4,+0.7
Barbosa,35%,15.9,16.0,-0.1,-5.1,-6.9,+1.8,+0.5
Wright,19%,12.9,15.8,-2.9,-1.6,-7.4,+5.8,+0.0
Ajinca,7%,12.7,17.8,-5.1,+2.5,-6.9,+9.4,-0.3
DeRozan,72%,15.2,14.8,+0.4,-6.9,-4.6,-2.3,-0.5
Dorsey,13%,15.5,21.4,-5.9,-1.0,-7.0,+6.0,-1.9
Kleiza,26%,10.5,16.8,-6.4,-2.9,-7.4,+4.6,-2.7
Bargnani,59%,17.1,21.3,-4.2,-6.5,-5.9,-0.5,-3.0
Jack,9%,13.4,17.3,-3.9,-7.5,-6.1,-1.3,-3.0
Bayless,34%,15.7,19.0,-3.3,-10.3,-4.2,-6.1,-4.2
Evans,20%,13.8,18.4,-4.6,-10.7,-5.1,-5.6,-4.9
Davis,41%,17.2,21.7,-4.5,-10.2,-3.5,-6.7,-5.2
Weems,36%,10.5,15.7,-5.2,-11.5,-3.3,-8.2,-6.2
Gaines,2%,9.5,10.8,-1.3,-24.6,-5.8,-18.8,-7.1
T.Johnson,2%,6.9,22.8,-15.9,-11.9,-6.1,-5.7,-12.5
Alabi,1%,1.6,24.3,-22.7,-10.6,-6.2,-4.4,-16.6
Dupree,0%,0.3,19.0,-18.7,-18.8,-6.2,-12.6,-16.7
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Williams,51%,23.3,15.6,+7.7,-1.3,-2.3,+1.0,+5.5
Kirilenko,50%,17.8,11.1,+6.7,-0.7,-2.9,+2.2,+5.2
Evans,12%,20.4,14.2,+6.2,-1.5,-1.9,+0.4,+4.3
Weaver,2%,11.5,6.5,+5.0,+0.0,-1.8,+1.8,+3.9
Millsap,66%,21.1,20.3,+0.8,+0.2,-5.6,+5.8,+2.5
Miles,49%,15.0,15.7,-0.7,+1.3,-4.9,+6.2,+1.6
Favors,11%,18.0,12.4,+5.6,-8.8,-0.9,-7.8,+1.1
Jefferson,74%,21.4,18.0,+3.4,-2.8,+0.9,-3.6,+1.1
Harris,13%,16.3,20.9,-4.6,-1.3,-1.9,+0.6,-2.9
Fesenko,11%,6.1,14.6,-8.5,+4.1,-2.6,+6.7,-3.4
Watson,39%,10.8,19.2,-8.3,+0.3,-3.2,+3.5,-4.4
Hayward,31%,11.3,15.9,-4.6,-7.5,+0.7,-8.2,-5.8
Elson,15%,9.6,17.0,-7.4,-4.6,-1.3,-3.2,-6.0
Bell,53%,8.6,14.7,-6.1,-4.9,+1.7,-6.6,-6.3
Price,18%,5.4,16.5,-11.1,+0.8,-2.4,+3.2,-6.4
Okur,4%,13.1,22.3,-9.2,-9.4,-1.5,-7.9,-8.8
Cousin,0%,8.4,45.5,-37.1,-44.6,-1.6,-43.0,-39.1
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Martin,14%,12.2,12.8,-0.6,+1.7,-8.7,+10.4,+3.1
McGee,55%,18.7,17.2,+1.5,-5.0,-10.2,+5.2,+2.7
Young,51%,14.9,12.7,+2.2,-6.6,-8.1,+1.5,+1.9
Blatche,54%,17.7,17.6,+0.0,-5.4,-9.6,+4.2,+1.4
Jeffers,8%,14.7,17.8,-3.0,+2.1,-8.1,+10.3,+1.4
Lewis,25%,13.5,14.1,-0.5,-4.7,-8.2,+3.5,+0.8
Owens,3%,11.8,17.5,-5.7,+3.9,-7.6,+11.5,+0.0
Thornton,27%,12.4,13.1,-0.7,-6.9,-7.5,+0.5,-0.3
Booker,27%,16.4,18.3,-1.9,-7.7,-7.2,-0.6,-1.5
Hudson,2%,5.7,7.3,-1.7,-9.8,-7.3,-2.5,-1.9
Howard,10%,9.3,10.8,-1.5,-10.2,-7.0,-3.2,-2.0
Hinrich,37%,14.3,16.9,-2.6,-8.5,-6.6,-1.9,-2.4
Wall,65%,16.5,19.5,-3.0,-8.1,-5.8,-2.2,-2.8
Shakur,4%,6.6,13.9,-7.3,-2.1,-7.5,+5.4,-3.1
Jo.Crawford,22%,12.7,15.8,-3.1,-10.7,-6.4,-4.4,-3.5
Arenas,18%,14.2,19.8,-5.6,-7.5,-7.3,-0.2,-3.8
Evans,18%,11.3,15.9,-4.6,-11.9,-6.3,-5.6,-4.9
Armstrong,10%,9.4,17.9,-8.5,-10.6,-6.9,-3.7,-6.9
Yi,28%,10.5,19.9,-9.4,-9.5,-6.4,-3.1,-7.3
Gee,3%,10.5,17.2,-6.7,-20.8,-6.9,-14.0,-9.1
Seraphin,16%,8.8,21.8,-13.1,-15.1,-5.8,-9.3,-11.8
N'Diaye,2%,5.9,33.3,-27.4,-19.9,-7.1,-12.8,-22.5
Bibby,1%,0.5,52.6,-52.1,-19.7,-7.2,-12.5,-38.9
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Sloan,1%,11.3,16.3,-5.0,+43.3,+3.1,+40.2,+10.1
Smith,72%,21.3,14.1,+7.1,+5.6,-2.5,+8.1,+7.5
J.Johnson,66%,18.2,11.1,+7.1,+5.2,-0.2,+5.5,+6.6
Horford,11%,19.7,14.7,+5.0,+7.2,+2.9,+4.3,+4.7
McGrady,26%,13.8,8.7,+5.1,+4.9,+2.8,+2.1,+4.1
Teague,68%,15.9,17.1,-1.2,+5.0,-0.1,+5.1,+0.9
Stackhouse,8%,11.3,8.1,+3.2,-0.7,+3.7,-4.5,+0.7
Williams,46%,16.0,15.1,+0.9,+2.2,+4.4,-2.2,-0.2
I.Johnson,29%,14.6,14.2,+0.4,+1.6,+4.1,-2.4,-0.5
Pargo,21%,13.5,16.3,-2.9,+3.1,+3.4,-0.4,-2.0
Pachulia,51%,14.5,17.3,-2.8,+2.4,+4.4,-2.0,-2.5
Radmanovic,23%,11.8,15.3,-3.6,+2.4,+3.7,-1.2,-2.8
Dampier,3%,5.8,10.2,-4.4,+3.5,+3.4,+0.1,-2.9
Hinrich,38%,9.1,12.9,-3.7,+2.1,+4.1,-2.0,-3.2
Green,29%,13.8,15.9,-2.2,-4.0,+6.3,-10.3,-4.9
Collins,10%,3.8,15.9,-12.2,+0.0,+3.7,-3.7,-9.4
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Williams,1%,19.8,8.5,+11.3,+23.8,+2.2,+21.6,+14.7
Garnett,58%,21.2,14.5,+6.8,+6.9,-3.7,+10.5,+8.0
Rondo,61%,18.0,10.7,+7.2,+4.8,-1.1,+5.9,+6.8
Pierce,65%,19.9,13.5,+6.4,+4.4,-1.1,+5.6,+6.1
Allen,49%,15.1,10.3,+4.7,+2.9,+2.1,+0.9,+3.4
Bradley,43%,11.3,11.5,-0.2,+3.5,+1.8,+1.7,+0.5
Bass,59%,14.5,15.8,-1.3,+4.0,+0.4,+3.6,+0.3
Johnson,9%,11.3,7.6,+3.6,-5.6,+3.3,-9.0,-0.6
Moore,10%,8.5,10.7,-2.2,+4.5,+2.3,+2.2,-0.7
Hollins,5%,7.0,11.2,-4.1,+2.7,+2.5,+0.2,-2.7
Pietrus,29%,8.4,13.2,-4.8,+2.0,+2.7,-0.7,-3.4
Daniels,15%,7.9,11.8,-3.9,-0.8,+3.1,-3.9,-3.9
Pavlovic,17%,6.8,12.6,-5.8,-1.3,+3.2,-4.5,-5.4
Stiemsma,24%,14.7,19.7,-5.0,-4.1,+4.6,-8.6,-6.2
O'Neal,18%,9.8,19.8,-10.0,+1.1,+2.8,-1.7,-7.2
Wilcox,15%,13.1,21.1,-7.9,-4.3,+3.7,-8.0,-8.0
Dooling,21%,6.6,13.8,-7.2,-8.9,+5.5,-14.3,-9.6
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Green,25%,15.8,13.3,+2.6,+0.0,-7.9,+7.9,+4.3
Humphries,68%,18.7,16.6,+2.1,-3.9,-10.3,+6.4,+3.5
D.Williams,63%,20.1,17.9,+2.2,-4.3,-8.7,+4.4,+2.9
Morrow,51%,12.8,13.0,-0.2,-2.7,-9.4,+6.7,+2.1
Wallace,18%,17.6,17.3,+0.3,-4.0,-6.4,+2.4,+1.0
Gaines,25%,15.2,13.6,+1.5,-7.4,-5.5,-1.9,+0.4
Emmett,1%,14.0,14.3,-0.3,-7.5,-5.9,-1.5,-0.7
Farmar,26%,17.5,18.5,-1.0,-7.3,-5.5,-1.9,-1.3
J.Williams,20%,15.2,22.7,-7.4,+1.4,-7.8,+9.2,-1.9
A.Johnson,4%,12.5,15.8,-3.3,-6.0,-6.0,-0.1,-2.2
Lopez,4%,21.9,25.0,-3.2,-9.5,-5.8,-3.7,-3.4
Brooks,52%,12.7,15.6,-2.9,-9.1,-2.6,-6.6,-4.1
She.Williams,40%,12.7,19.2,-6.5,-8.9,-4.0,-4.9,-6.0
James,5%,6.1,14.8,-8.7,-7.9,-5.9,-2.0,-6.5
Stevenson,30%,4.1,13.4,-9.2,-8.1,-5.0,-3.1,-7.2
Sha.Williams,16%,4.4,15.9,-11.5,-6.4,-5.9,-0.6,-7.8
Petro,29%,10.5,21.6,-11.1,-7.7,-5.3,-2.5,-8.2
Okur,14%,8.2,19.4,-11.2,-13.4,-4.7,-8.7,-10.4
Owens,2%,6.0,14.3,-8.3,-23.5,-5.5,-18.0,-11.5
Smith,1%,7.7,26.9,-19.3,-12.5,-5.9,-6.6,-15.1
Bogans,3%,4.5,20.3,-15.7,-24.7,-5.4,-19.3,-16.9
Horner,1%,6.5,22.2,-15.7,-34.6,-5.8,-28.8,-20.1
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Brown,45%,15.2,12.1,+3.1,-12.6,-14.9,+2.3,+2.8
Henderson,58%,14.0,14.2,-0.2,-12.9,-15.2,+2.3,+0.6
Maggette,28%,13.8,13.4,+0.3,-14.9,-13.5,-1.5,-0.3
Walker,56%,14.7,17.7,-3.0,-13.5,-14.3,+0.8,-1.7
Williams,23%,12.3,13.7,-1.3,-16.9,-12.9,-4.0,-2.2
Augustin,44%,14.0,18.1,-4.1,-13.8,-13.9,+0.2,-2.7
Mullens,46%,13.0,19.4,-6.5,-12.0,-15.5,+3.5,-3.1
Diaw,32%,10.9,15.5,-4.6,-14.4,-13.6,-0.7,-3.3
Najera,8%,9.5,20.2,-10.6,-7.1,-14.5,+7.4,-4.6
White,35%,12.7,21.1,-8.4,-14.4,-13.6,-0.9,-5.9
Biyombo,46%,11.2,19.7,-8.5,-15.2,-12.7,-2.5,-6.5
Carroll,19%,5.3,16.7,-11.4,-12.3,-14.2,+2.0,-6.9
Thomas,32%,9.0,21.1,-12.2,-14.2,-13.7,-0.4,-8.2
Moon,4%,3.1,5.0,-1.8,-34.3,-13.0,-21.3,-8.3
Higgins,13%,3.0,17.8,-14.9,-13.0,-14.0,+0.9,-9.6
Diop,10%,7.2,21.4,-14.2,-17.1,-13.5,-3.6,-10.7
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Rose,43%,23.1,11.9,+11.2,+10.1,+6.6,+3.5,+8.6
Lucas,23%,16.0,9.8,+6.1,+14.6,+6.2,+8.3,+6.9
James,4%,13.3,12.5,+0.8,+25.5,+7.4,+18.1,+6.6
Gibson,40%,17.5,12.0,+5.5,+11.1,+6.1,+5.0,+5.4
Korver,46%,13.8,11.9,+1.9,+10.6,+6.0,+4.6,+2.8
Noah,61%,20.7,15.2,+5.4,+7.1,+9.8,-2.7,+2.7
Butler,11%,12.8,10.3,+2.5,+10.7,+7.8,+2.9,+2.7
Deng,67%,14.2,11.6,+2.6,+8.5,+7.4,+1.1,+2.1
Hamilton,22%,12.9,11.4,+1.5,+8.1,+8.1,-0.1,+1.0
Boozer,61%,20.4,18.0,+2.5,+6.7,+10.3,-3.6,+0.4
Brewer,51%,12.5,10.6,+2.0,+5.7,+10.7,-4.9,-0.3
Asik,30%,14.4,14.7,-0.3,+6.1,+9.0,-2.9,-1.2
Scalabrine,4%,13.6,15.9,-2.3,+5.1,+8.3,-3.2,-2.6
Watson,36%,12.9,19.3,-6.4,+1.6,+11.9,-10.3,-7.7
,,Production,Production,Production,On Court/Off Court,On Court/Off Court,On Court/Off Court,Simple
Player,Min,Own,Opp,Net,On,Off,Net,Rating
Uzoh,0%,22.5,0.9,+21.6,+0.0,-7.2,+7.2,+16.8
